CRID,Gender,Race
1060054,M,Black
1060056,M,White
1060060,M,Black
1060064,F,Black
1060065,M,White
1060068,M,Black
1060071,F,White
1060074,F,Hispanic
1060074,M,White
1060077,M,White/Hispanic
1060078,M,White
1060081,F,White
1060082,M,Black
1060084,F,Black
1060086,M,Unknown
1060088,F,White/Hispanic
1060089,F,Black
1060090,M,White
1060095,F,Black
1060096,F,Black
1060097,F,Black
1060098,M,Black
1060099,F,White
1060100,M,Unknown
1060102,M,Black
1060103,F,Black
1060104,M,White/Hispanic
1060105,F,White
1060114,F,Black
1060115,M,Black
1060116,M,White
1060118,F,Black
1060119,M,Black
1060122,M,Black
1060123,M,Black
1060125,M,White/Hispanic
1060126,M,White/Hispanic
1060127,M,Black
1060131,M,Black
1060135,F,Black
1060138,M,Black
1060139,M,White
1060140,F,Black
1060142,F,Black
1060143,M,White
1060146,M,Unknown
1060147,M,White
1060148,M,White/Hispanic
1060149,F,Black
1060152,F,Black
1060153,M,Black
1060154,F,White
1060155,M,Black
1060160,F,White/Hispanic
1060161,M,White/Hispanic
1060165,M,Black
1060166,M,White
1060169,M,White
1060171,F,Black
1060172,F,Black
1060173,F,Black
1060174,F,Black
1060174,F,Black
1060176,F,Black
1060177,M,Black
1060178,M,Black
1060182,M,White
1060183,M,Black
1060184,M,White
1060186,M,Black
1060187,M,White/Hispanic
1060189,F,Black
1060191,M,Black
1060193,F,White
1060194,F,Black
1060195,F,Black
1060197,M,White/Hispanic
1060198,M,White
1060200,M,White
1060201,F,Black
1060202,F,Black
1060203,M,White/Hispanic
1060204,M,Black
1060205,M,White
1060208,F,Black
1060209,M,White
1060214,M,White
1060215,M,Black
1060217,F,Black
1060218,F,White/Hispanic
1060219,F,Black
1060221,M,Black
1060222,F,Black
1060226,M,White
1060227,M,Black
1060228,M,White
1060230,M,Hispanic
1060231,F,Black
1060234,F,Black
1060237,M,Unknown
1060238,M,Black
1060239,M,Black
1060239,F,Black
1060240,F,Black
1060241,F,White/Hispanic
1060242,M,Black
1060243,M,Black
1060246,F,Black
1060249,F,Unknown
1060250,M,White
1060252,M,Black
1060254,F,Unknown
1060256,M,Black
1060257,M,White
1060260,F,Black
1060262,M,White
1060265,M,Black
1060267,F,Black
1060273,M,White
1060276,F,Black
1060278,M,Black
1060279,F,Black
1060281,M,White
1060282,M,Black
1060286,M,Asian
1060289,F,Black
1060290,M,White
1060292,M,White/Hispanic
1060294,M,Black
1060297,M,Black
1060299,M,Black
1060303,M,Black
1060304,M,Unknown
1060306,M,White
1060308,M,Black
1060310,M,White
1060313,M,White
1060314,M,Black
1060317,M,Black
1060318,M,White/Hispanic
1060319,F,White
1060321,M,Black
1060322,M,Black
1060325,F,White/Hispanic
1060325,F,Hispanic
1060329,M,Black
1060330,F,White
1060333,M,Black
1060335,M,White
1060339,M,Black
1060340,F,Black
1060341,F,Black
1060344,M,White
1060345,M,Black
1060346,M,White
1060348,M,White
1060355,F,Black
1060358,M,White/Hispanic
1060359,M,Black
1060361,M,Hispanic
1060371,M,White/Hispanic
1060374,F,White/Hispanic
1060375,M,White/Hispanic
1060378,M,White/Hispanic
1060381,F,White/Hispanic
1060383,M,Black
1060392,F,Black
1060394,F,Unknown
1060397,M,Black
1060398,M,Black
1060400,M,Unknown
1060401,F,White/Hispanic
1060402,M,Unknown
1060403,M,Black
1060405,M,Black
1060406,M,Black
1060407,M,White
1060411,F,Black
1060414,M,White
1060415,F,Black
1060421,M,Asian
1060422,F,White
1060424,M,Black
1060426,M,Black
1060428,M,Unknown
1060429,F,White/Hispanic
1060431,M,White/Hispanic
1060432,F,Black
1060433,M,White
1060434,F,Unknown
1060436,M,Black
1060441,M,Hispanic
1060443,F,Black
1060447,F,Unknown
1060448,M,Black
1060449,F,Black
1060450,M,Black
1060452,F,Black
1060453,F,Black
1060454,F,Black
1060455,F,Black
1060456,M,Black
1060462,M,White
1060468,M,White
1060470,F,Black
1060471,M,White/Hispanic
1060473,M,Black
1060475,M,White
1060476,F,Black
1060478,F,Black
1060481,F,Black
1060482,F,White/Hispanic
1060483,F,White/Hispanic
1060484,M,Hispanic
1060486,M,Black
1060486,F,Black
1060491,F,Black
1060498,F,Black
1060499,F,Black
1060500,M,White
1060501,F,Black
1060502,F,Black
1060503,F,Black
1060504,M,Black
1060505,M,Unknown
1060506,F,Unknown
1060507,F,Black
1060508,M,Black
1060510,M,Black
1060511,M,Black
1060514,F,Black
1060519,F,White
1060521,M,Black
1060522,M,Black
1060522,M,Black
1060524,M,Black
1060525,M,White/Hispanic
1060526,M,White
1060527,M,Black
1060528,M,White
1060529,F,Black
1060530,F,Unknown
1060534,M,White
1060535,F,White
1060536,F,Black
1060537,M,Black
1060538,M,White/Hispanic
1060539,M,Black
1060540,F,White/Hispanic
1060541,M,Black
1060542,F,White/Hispanic
1060543,M,Black
1060545,M,White
1060550,M,Black
1060551,M,Black
1060553,F,Black
1060554,M,White/Hispanic
1060556,M,White/Hispanic
1060557,M,Black
1060561,F,White
1060565,F,Black
1060566,M,Black
1060567,F,Black
1060569,M,Black
1060570,F,Black
1060572,M,Black
1060573,M,Black
1060575,F,Black
1060576,F,Black
1060579,F,White
1060580,M,Black
1060581,F,Black
1060582,F,Black
1060583,M,Unknown
1060584,F,Black
1060586,F,Black
1060587,F,Black
1060591,F,White
1060592,M,Black
1060596,M,Black
1060598,M,Black
1060599,F,Black
1060602,M,White/Hispanic
1060603,M,Unknown
1060604,M,Black
1060605,M,Black
1060606,F,White
1060607,F,Black
1060610,M,White
1060611,M,White
1060613,M,Unknown
1060614,M,Asian
1060617,F,Black
1060620,F,Black
1060621,F,Black
1060626,F,White/Hispanic
1060627,F,White/Hispanic
1060628,F,Black
1060632,M,Black
1060633,F,Black
1060634,F,Black
1060637,F,White
1060638,M,Black
1060639,F,Black
1060640,F,Black
1060641,F,Black
1060643,F,Black
1060645,F,White
1060647,M,Black
1060651,F,Black
1060653,F,White
1060654,M,Black
1060655,M,White/Hispanic
1060657,F,Black
1060658,F,Black
1060660,M,White
1060661,M,Black
1060664,M,Black
1060665,F,Black
1060667,F,Black
1060668,F,Black
1060671,F,Black
1060672,F,Black
1060673,F,Black
1060675,M,Black
1060676,M,Asian
1060679,F,White
1060680,F,Black
1060681,F,White/Hispanic
1060682,M,Black
1060683,F,White
1060684,M,Black
1060687,F,Black
1060689,F,Unknown
1060690,M,White
1060692,F,Black
1060695,M,Black
1060698,F,Black
1060699,F,Black
1060701,F,Black
1060702,F,White/Hispanic
1060703,F,Black
1060704,M,Black
1060705,M,Black
1060709,F,Black
1060710,F,Black
1060711,F,Black
1060712,F,Black
1060714,M,Black
1060715,M,Asian
1060716,M,Black
1060720,F,Black
1060721,M,White/Hispanic
1060722,F,Black
1060723,M,White
1060727,F,Unknown
1060729,F,Black
1060730,M,White
1060731,F,Black
1060733,F,Black
1060735,M,White
1060736,M,White
1060737,M,Black
1060738,F,Black
1060739,F,Black
1060742,M,White
1060744,F,Black
1060746,M,Black
1060748,M,Black
1060751,M,Black
1060752,M,Hispanic
1060753,M,White/Hispanic
1060756,F,Black
1060757,F,Hispanic
1060758,M,Black
1060759,F,Black
1060760,M,White
1060763,F,White/Hispanic
1060764,M,Black
1060765,F,Black
1060766,M,Black
1060768,M,Black
1060769,F,Hispanic
1060770,F,Black
1060772,M,White
1060774,M,Hispanic
1060777,M,Black
1060778,F,Black
1060779,F,Black
1060781,F,White/Hispanic
1060782,F,Black
1060783,F,Black
1060785,F,Unknown
1060786,M,Black
1060788,M,White
1060789,M,Black
1060791,F,Black
1060792,M,White
1060793,M,Black
1060795,M,Black
1060796,F,Black
1060797,F,Black
1060798,F,White/Hispanic
1060799,F,Black
1060804,M,Black
1060805,F,Black
1060806,F,Black
1060807,M,Black
1060808,M,Black
1060809,M,White
1060812,F,Black
1060813,M,Black
1060816,F,Black
1060817,F,White
1060818,F,Black
1060820,M,Black
1060822,M,Black
1060825,M,Black
1060826,M,Black
1060827,F,Black
1060829,F,Black
1060830,M,Black
1060831,F,Black
1060832,F,White
1060835,F,White
1060836,F,Black
1060838,X,Unknown
1060839,M,White
1060846,F,Black
1060847,F,White/Hispanic
1060850,M,Black
1060856,M,Black
1060858,M,Black
1060859,F,Black
1060860,M,Black
1060861,F,Black
1060862,M,White/Hispanic
1060864,F,White/Hispanic
1060866,M,White
1060868,M,White/Hispanic
1060869,F,Black
1060870,F,Black
1060873,F,Black
1060874,M,Black
1060876,F,White/Hispanic
1060877,M,White
1060881,F,White/Hispanic
1060883,F,White
1060885,F,Unknown
1060886,M,Black
1060889,F,Black
1060893,M,Black/Hispanic
1060895,M,Black
1060896,F,White
1060898,M,Black
1060904,M,Black
1060905,F,Black
1060906,M,Unknown
1060907,M,Black
1060908,F,Black
1060909,F,Black
1060910,M,Black
1060911,F,Black
1060912,M,White/Hispanic
1060913,F,Black
1060914,M,White/Hispanic
1060915,M,White
1060918,F,Black
1060922,F,Black
1060925,X,Unknown
1060926,M,Black
1060927,F,White/Hispanic
1060928,M,Black
1060929,M,White
1060930,F,Black
1060931,F,White/Hispanic
1060932,M,Black
1060934,M,White/Hispanic
1060935,M,Black
1060937,F,White/Hispanic
1060938,M,Black
1060939,F,Black
1060940,M,White
1060941,F,White
1060942,M,Black
1060943,M,White
1060944,M,White
1060945,F,Black
1060946,M,White/Hispanic
1060948,M,White/Hispanic
1060952,F,White
1060954,M,Black
1060957,M,Black
1060964,M,Black
1060967,M,White
1060969,M,Black
1060973,F,Unknown
1060977,M,White
1060979,F,Black
1060980,M,White
1060982,M,Unknown
1060983,M,Black
1060985,M,Black
1060986,M,Black
1060987,F,Black
1060988,F,White
1060989,M,Black
1060990,M,White
1060996,F,White
1061000,F,Black
1061001,M,Black
1061005,M,Black
1061006,F,Black
1061007,F,White
1061010,M,Hispanic
1061014,M,Black
1061015,F,Black
1061016,M,Black/Hispanic
1061019,M,Black
1061020,F,Black
1061021,M,White
1061021,M,Black
1061022,M,White
1061023,M,Black
1061027,M,White
1061031,M,White
1061033,M,Black
1061036,F,Black
1061037,F,Black
1061038,M,Black
1061039,M,Black
1061042,M,Unknown
1061043,M,Hispanic
1061046,M,Black
1061048,F,Black
1061049,M,White/Hispanic
1061051,M,Unknown
1061055,F,Black
1061056,M,Black
1061058,F,Unknown
1061063,M,White
1061065,F,Black
1061066,M,Black
1061067,M,White
1061068,F,Black
1061069,F,Black
1061070,F,Black
1061071,F,White/Hispanic
1061072,F,White
1061074,M,Black
1061080,F,White/Hispanic
1061081,M,Hispanic
1061082,F,White/Hispanic
1061083,F,Black
1061085,M,Black
1061086,M,Black
1061087,M,White/Hispanic
1061088,M,Black
1061090,F,Black
1061091,M,Black
1061092,M,Black
1061094,F,Black
1061097,M,Black
1061098,M,Black
1061100,M,Black
1061102,F,Unknown
1061104,F,White/Hispanic
1061110,F,Black
1061111,M,Black
1061115,M,Black
1061116,M,White
1061117,M,White
1061119,F,White
1061120,M,Black
1061121,F,Black
1061122,F,Black
1061125,M,White
1061127,M,White
1061128,M,Black
1061129,F,White
1061131,M,Black
1061133,M,Black
1061134,X,Unknown
1061135,X,Unknown
1061136,X,Unknown
1061137,M,Black
1061138,F,Black
1061141,M,Black
1061142,F,Black
1061143,M,Black
1061144,M,Black
1061145,M,Black
1061147,F,Indigenous
1061148,M,White
1061150,M,Black
1061151,F,Black
1061153,F,Unknown
1061154,F,Black
1061155,M,Black
1061158,F,Black
1061159,F,Black
1061161,M,White/Hispanic
1061167,F,Hispanic
1061168,M,Black
1061170,M,Black
1061171,M,White
1061172,M,Black
1061173,M,Asian
1061175,F,Black
1061177,M,Black
1061180,F,White
1061181,F,Black
1061186,M,Black
1061188,M,Unknown
1061194,F,White
1061195,F,Black
1061196,M,Black
1061198,M,Black
1061200,F,Black
1061201,M,Black
1061202,M,Black
1061204,M,White
1061205,M,Black
1061206,F,Black
1061207,M,Black
1061208,M,Black
1061214,F,Black
1061215,M,Unknown
1061217,F,Black
1061219,M,White/Hispanic
1061220,M,Black
1061223,M,White
1061230,F,Black
1061231,M,Black
1061232,F,Black
1061236,F,Black
1061237,M,Unknown
1061239,M,Black
1061241,F,Black
1061242,F,Black
1061244,M,Black
1061247,M,White
1061248,M,White
1061249,F,Black
1061250,F,White/Hispanic
1061254,M,White/Hispanic
1061255,F,Black
1061258,F,Black
1061259,M,Black
1061262,F,Black
1061263,M,Black
1061264,M,Black
1061266,M,White
1061267,M,White
1061268,M,White
1061269,M,White
1061270,M,White
1061271,M,White
1061272,F,White
1061273,M,White
1061274,M,White
1061276,F,Black
1061278,F,White
1061279,F,White
1061280,F,Black
1061282,F,Black
1061284,M,Unknown
1061285,M,Black
1061288,M,Black
1061289,M,White
1061290,M,Black
1061291,F,Black
1061294,M,White
1061295,M,White
1061296,M,White
1061297,F,Black
1061299,F,Black
1061301,M,White/Hispanic
1061303,F,Black
1061304,M,White
1061306,M,Black
1061308,M,White/Hispanic
1061309,M,Black
1061310,M,White
1061311,M,White
1061312,M,White
1061315,M,White
1061316,M,White
1061319,M,White
1061321,M,White
1061322,M,Black
1061323,M,White
1061324,F,Black
1061325,M,Hispanic
1061330,F,Black
1061330,M,Black
1061334,F,White
1061335,F,Black
1061337,M,White
1061338,M,White
1061339,M,White
1061340,M,Black
1061342,M,White
1061345,F,White
1061346,F,White
1061347,F,White
1061348,F,White
1061351,F,White
1061352,F,White
1061353,M,White
1061354,M,White
1061356,F,White
1061357,M,White/Hispanic
1061358,M,White/Hispanic
1061359,F,White
1061360,M,White
1061361,M,Black
1061363,M,Black
1061364,F,Black
1061367,M,Hispanic
1061369,M,White
1061370,M,White
1061371,F,Black
1061372,F,Black
1061373,F,White
1061374,M,Hispanic
1061375,M,Hispanic
1061377,M,Hispanic
1061378,M,Hispanic
1061380,F,White
1061382,M,White
1061384,F,Black
1061385,F,Black
1061386,F,Black
1061387,F,Black
1061388,F,Black
1061389,F,Black
1061390,F,Black
1061391,F,Black
1061392,F,Black
1061393,F,Black
1061394,F,Black
1061395,F,Black
1061395,M,White
1061396,M,White
1061399,M,White
1061400,M,Black
1061401,M,White
1061402,M,White
1061403,M,White
1061404,M,White
1061405,M,Black
1061406,F,Black
1061407,M,Black
1061408,M,Black
1061409,M,Black
1061410,F,Black
1061411,M,Black
1061412,M,Black
1061414,M,Black
1061415,M,Black
1061417,F,Black
1061418,F,White
1061419,F,Black
1061421,M,White
1061422,M,Black
1061423,F,White
1061424,F,White
1061425,F,White
1061426,F,White
1061427,F,White
1061428,M,White
1061430,M,White
1061431,M,White
1061432,M,White
1061433,M,White
1061436,M,Black
1061437,M,Black
1061438,M,Black
1061439,M,Black
1061440,M,Black
1061442,M,Black
1061448,F,Black
1061449,F,Black
1061450,M,Black
1061451,M,Black
1061454,M,Black
1061456,F,Black
1061458,F,Black
1061459,F,Black
1061460,F,Black
1061461,X,Unknown
1061465,M,White/Hispanic
1061467,F,Black
1061471,M,Black
1061473,F,Black
1061474,F,Black
1061476,M,Black
1061478,F,Black
1061479,M,Black
1061480,M,White/Hispanic
1061481,M,White
1061482,F,Unknown
1061483,F,Unknown
1061484,M,Black
1061485,F,Black
1061486,M,Black
1061487,M,Black
1061489,F,Black
1061490,F,Black
1061491,F,Black
1061492,F,White/Hispanic
1061493,M,Black
1061494,M,Hispanic
1061496,M,Black
1061497,F,Unknown
1061497,F,Unknown
1061497,M,White/Hispanic
1061501,F,White
1061502,F,Asian
1061505,F,Black
1061506,M,Black
1061507,F,Black
1061508,F,Black
1061510,F,White
1061511,F,Black
1061512,F,Black
1061513,M,White
1061514,F,Black
1061515,F,Black
1061517,M,Black
1061518,M,Black
1061519,M,White
1061520,F,Hispanic
1061525,F,Black
1061527,F,White
1061528,F,White
1061529,F,White
1061531,M,Black
1061534,M,White
1061536,F,Black
1061537,F,Black
1061539,M,White/Hispanic
1061540,M,Black
1061542,M,White
1061543,M,Black
1061545,M,Unknown
1061546,M,Unknown
1061547,M,Unknown
1061548,F,Black
1061549,M,Black
1061550,F,White/Hispanic
1061551,M,Asian
1061552,F,Black
1061552,M,White
1061555,M,Black
1061556,M,Black
1061557,F,Black
1061558,F,Black
1061561,M,White/Hispanic
1061562,F,White/Hispanic
1061563,M,Black
1061565,M,Black
1061566,F,Black
1061568,M,Hispanic
1061570,F,Black
1061571,M,Black
1061572,F,Black
1061574,M,White/Hispanic
1061575,M,Black
1061578,M,White/Hispanic
1061579,F,Black
1061581,F,Black
1061582,M,White
1061585,F,Black
1061587,F,Black
1061588,M,Black
1061590,F,White/Hispanic
1061591,M,White
1061592,M,Black
1061595,M,White
1061598,M,Black
1061599,F,Black
1061600,F,Unknown
1061601,M,Black
1061602,F,Black
1061603,F,White
1061604,F,White
1061606,F,White
1061612,M,White
1061613,M,Unknown
1061615,F,Black
1061618,M,White
1061619,F,White/Hispanic
1061620,M,White
1061621,M,White
1061622,M,Black
1061623,F,Black
1061624,M,Black
1061625,M,White/Hispanic
1061627,F,Black
1061628,F,Black
1061629,M,Unknown
1061633,M,Black
1061634,M,Unknown
1061635,F,Black
1061636,F,Black
1061637,M,Black
1061638,M,Black
1061639,M,White/Hispanic
1061641,M,Hispanic
1061642,M,Hispanic
1061644,F,Black
1061647,F,Black
1061648,F,Black
1061649,F,Black
1061650,M,White
1061651,M,Black
1061653,M,Black
1061656,M,Black
1061657,F,Black
1061658,M,Black
1061659,F,Black
1061660,M,White
1061663,F,Black
1061664,F,Black
1061666,F,Black
1061669,M,Black
1061670,M,Black
1061672,M,Black
1061673,F,White
1061675,F,Black
1061676,F,White
1061679,M,Black
1061680,F,Unknown
1061686,M,Black
1061687,M,White
1061687,F,Black
1061688,F,Black
1061692,F,Black
1061694,M,White/Hispanic
1061695,F,White
1061697,M,Black
1061698,M,Black
1061699,M,White
1061701,M,White
1061703,F,Black
1061705,M,Black
1061706,F,Black
1061708,M,Black
1061709,F,Black
1061710,M,Black
1061712,F,White
1061713,F,Black
1061714,M,Black
1061715,M,Black
1061718,M,Black
1061719,F,White/Hispanic
1061721,M,Black
1061723,M,Black
1061725,M,Black
1061726,F,Black
1061727,F,Black
1061728,M,White
1061729,M,White
1061730,M,White
1061731,M,White
1061732,M,Black
1061733,M,Black
1061734,M,Black
1061735,M,Black
1061736,M,Black
1061737,M,Black
1061738,M,White
1061739,M,Black
1061740,M,Black
1061741,M,Black
1061742,F,Black
1061743,M,White
1061744,M,White
1061745,M,White
1061746,M,White
1061747,M,White/Hispanic
1061748,M,Black
1061750,M,White
1061751,M,White
1061752,M,White
1061753,M,White
1061754,M,White
1061755,F,White
1061756,X,Unknown
1061757,M,Black
1061758,M,White
1061759,M,White
1061762,F,White
1061763,M,Black
1061764,F,Black
1061765,M,White
1061766,M,White
1061768,M,White
1061769,M,Black
1061770,F,Black
1061772,M,Black
1061775,M,White
1061776,M,White
1061777,M,White
1061778,M,Black
1061779,M,Black
1061780,M,Hispanic
1061782,M,White
1061783,F,White
1061784,M,White
1061785,F,Black
1061785,M,White
1061786,F,Black
1061787,M,White
1061788,F,White
1061789,F,Black/Hispanic
1061790,F,Black
1061792,M,White
1061793,F,White
1061794,F,White
1061795,F,White
1061796,F,White
1061797,F,White
1061798,F,White
1061799,M,White
1061800,M,Black
1061801,M,Black
1061802,M,Black
1061803,M,White
1061804,M,White
1061805,M,White
1061806,M,White
1061807,M,Black
1061811,M,Black
1061812,F,Black
1061816,F,Black
1061817,M,White
1061818,M,White
1061820,M,White
1061823,M,Black
1061825,F,White
1061826,M,Unknown
1061828,M,White
1061831,F,Black
1061832,F,White
1061833,F,Black
1061834,F,Black
1061836,M,Black
1061837,M,White
1061838,M,Black
1061842,M,Hispanic
1061843,M,White/Hispanic
1061844,M,Unknown
1061845,M,Black
1061847,M,White
1061848,M,White
1061849,F,White/Hispanic
1061851,F,Black
1061852,M,White/Hispanic
1061853,M,White
1061855,F,Black
1061856,F,Black
1061858,M,Black
1061860,M,White
1061862,M,Black
1061864,F,Black
1061865,F,Black
1061866,M,Black
1061867,M,Black
1061869,M,Black
1061871,F,Black
1061872,F,Black
1061873,F,Black
1061874,F,Black
1061876,F,White/Hispanic
1061878,M,Black
1061879,M,Black
1061880,F,Unknown
1061881,M,Black
1061882,M,Black
1061885,M,Hispanic
1061885,F,White
1061887,F,Black
1061888,M,Black
1061889,F,Black
1061890,M,Black
1061891,M,Black
1061892,F,Black
1061893,M,Black
1061895,F,Black
1061896,M,White
1061897,M,White/Hispanic
1061898,M,Black
1061899,F,Black
1061900,F,Black
1061902,F,Black
1061903,M,Black
1061904,F,White
1061905,M,Unknown
1061906,M,Unknown
1061907,M,White/Hispanic
1061910,F,Black
1061911,M,White
1061912,M,Black
1061913,M,White
1061915,M,White/Hispanic
1061917,M,White
1061918,F,Black
1061920,M,Unknown
1061922,M,White
1061923,M,White
1061924,M,White
1061925,F,Black
1061926,F,White/Hispanic
1061927,F,Black
1061928,M,Black
1061931,F,Black
1061932,M,Black
1061933,F,Black
1061935,F,Black
1061938,M,White/Hispanic
1061940,F,Black
1061945,F,Black
1061949,M,Black
1061951,F,Black
1061952,M,White
1061953,M,Black
1061954,M,Black
1061956,M,Black
1061957,F,Black
1061958,F,Black
1061961,F,Black
1061962,M,Black
1061963,M,Black
1061964,M,Black
1061965,F,Black
1061969,M,Black
1061970,F,Unknown
1061971,M,Black
1061972,F,Black
1061974,F,Black
1061978,F,White/Hispanic
1061979,M,White
1061980,F,White
1061981,F,Black
1061982,M,White/Hispanic
1061983,F,Black
1061985,F,Black
1061986,M,Black
1061992,M,White/Hispanic
1061993,M,White/Hispanic
1061995,F,White/Hispanic
1061996,F,Black
1061999,F,White
1062000,M,Black
1062002,F,Black
1062004,M,Black
1062005,M,White
1062006,F,Black
1062007,M,White/Hispanic
1062008,M,Black
1062011,M,Black
1062012,M,Black
1062013,F,Black
1062015,M,White
1062017,M,White/Hispanic
1062018,F,Black
1062020,M,White
1062021,M,Black
1062023,F,White
1062024,M,Black
1062025,F,Black
1062026,F,White
1062031,M,White/Hispanic
1062032,F,Black
1062033,F,Black
1062035,M,Unknown
1062036,M,Black
1062037,M,Black
1062038,F,Black
1062039,M,Black
1062040,M,Black
1062041,F,Black
1062042,M,Black
1062043,M,White
1062047,M,White
1062048,F,Black
1062049,F,Black
1062050,F,Black
1062051,M,Unknown
1062052,F,Unknown
1062053,F,Black
1062054,F,Black
1062057,F,Black
1062058,F,Black
1062059,F,White
1062060,M,White
1062061,M,White/Hispanic
1062063,F,White
1062064,F,Black
1062065,F,Hispanic
1062066,F,White
1062067,F,Black
1062069,F,Black
1062070,F,White
1062073,M,Black
1062074,M,Black
1062075,F,White
1062076,F,Black
1062077,M,Black
1062078,F,Unknown
1062081,F,Black
1062082,M,Black
1062086,F,White
1062087,M,Black
1062090,F,Black
1062091,M,Black
1062093,M,Black
1062095,F,Black
1062098,F,Black
1062099,M,Black
1062100,F,Black
1062101,F,Black
1062102,M,Hispanic
1062104,F,White
1062107,M,Black
1062111,F,White
1062114,F,White
1062115,F,Black
1062116,F,Black
1062117,F,Black
1062120,M,Black
1062122,F,Black
1062124,M,Black
1062126,M,Black
1062127,F,Black
1062128,F,White/Hispanic
1062129,F,Black
1062130,M,White/Hispanic
1062131,F,Black
1062132,M,Black
1062134,F,Black
1062135,M,Black
1062138,F,Black
1062142,M,Black
1062146,F,Unknown
1062147,F,White
1062148,M,White
1062149,F,Black
1062151,M,Black
1062153,M,Unknown
1062157,M,White
1062158,F,Black
1062159,M,Black
1062161,M,Unknown
1062162,M,Black
1062164,F,White
1062165,F,Black
1062166,F,White
1062167,F,Black
1062168,F,Black
1062168,F,Black
1062169,F,Unknown
1062170,F,White/Hispanic
1062171,F,Black
1062172,F,Black
1062173,M,White/Hispanic
1062174,M,Black
1062175,M,Black
1062178,M,White/Hispanic
1062181,F,Hispanic
1062181,M,White
1062182,M,Black
1062184,F,Black
1062185,F,Black
1062190,F,Black
1062191,F,White
1062192,F,Black
1062193,F,White/Hispanic
1062194,M,Black
1062195,M,Black
1062196,M,Black
1062197,M,Black
1062198,M,Black
1062199,F,Black
1062200,F,White
1062201,M,Black
1062202,F,White
1062203,M,White
1062205,M,White
1062207,M,White
1062211,F,Black
1062213,M,Black
1062217,F,Unknown
1062219,F,Black
1062220,M,Black
1062221,M,Black
1062222,M,Black
1062223,F,Black
1062224,F,Black
1062225,M,Black
1062226,M,Black
1062228,M,Black
1062229,M,Black/Hispanic
1062230,F,White
1062231,F,Black
1062232,M,Black
1062233,F,Black
1062235,M,White
1062236,M,Black
1062240,M,Black
1062242,F,Black
1062243,F,Black
1062244,F,Black
1062245,F,Black
1062248,F,White/Hispanic
1062250,F,Black
1062251,M,Black
1062252,M,Black
1062253,M,Black
1062254,F,White/Hispanic
1062255,M,Black
1062259,F,Hispanic
1062260,F,Black
1062261,M,Black
1062262,F,Black
1062264,M,Black
1062265,M,White/Hispanic
1062266,F,Black
1062268,F,Black
1062271,M,Black
1062272,F,Black
1062274,F,Black
1062276,F,Black
1062280,F,Black
1062285,F,Black
1062289,M,Black
1062290,M,Unknown
1062291,M,White
1062295,F,White/Hispanic
1062297,F,Black
1062299,M,White
1062300,M,White
1062304,M,Black
1062305,M,Black
1062306,F,White
1062307,F,Black
1062310,F,Black
1062311,F,White/Hispanic
1062315,F,Black
1062316,F,Black
1062318,M,White
1062319,F,White/Hispanic
1062321,M,Black
1062323,M,Black
1062324,M,Black
1062325,F,Black
1062326,F,Black
1062327,F,White
1062328,M,Black
1062331,M,Black
1062332,M,Black
1062333,M,Black
1062335,F,White
1062340,M,Black
1062341,F,Black
1062343,F,Black
1062349,F,Black
1062351,F,Black
1062352,M,Black
1062354,F,Black
1062355,M,Black
1062356,F,Unknown
1062357,M,Unknown
1062358,M,Unknown
1062359,F,Unknown
1062360,M,Black
1062361,M,Black
1062363,F,Black
1062364,F,Black
1062365,M,White/Hispanic
1062366,M,Black
1062369,M,White/Hispanic
1062370,F,Black
1062372,M,Black
1062373,M,Black
1062377,F,Black
1062378,F,White
1062379,F,Black
1062382,M,Black
1062385,M,White
1062387,M,Black
1062392,F,Black/Hispanic
1062395,F,White
1062396,F,Unknown
1062396,F,Unknown
1062399,M,Unknown
1062400,F,White/Hispanic
1062401,M,Black
1062402,M,Black
1062403,M,White
1062405,M,Black
1062406,M,Black
1062407,M,Black
1062408,M,Black
1062409,M,White
1062412,F,Black
1062419,F,Black
1062421,M,Black
1062427,F,Black
1062430,F,Black
1062433,M,White
1062435,M,Black
1062437,M,White/Hispanic
1062438,F,Black
1062439,M,Hispanic
1062440,F,Black
1062441,M,Black
1062444,F,Black
1062445,F,Black
1062446,F,Black
1062447,M,Black
1062448,F,Black
1062450,F,Black
1062451,M,White
1062452,M,Black
1062454,M,Black
1062461,F,Black
1062462,M,Black
1062463,M,Black/Hispanic
1062464,F,White
1062468,F,White
1062469,M,Black
1062472,M,Black
1062473,M,White
1062474,M,White
1062475,F,White/Hispanic
1062476,F,Black/Hispanic
1062477,M,Black
1062479,M,White
1062481,F,Black
1062482,F,White/Hispanic
1062483,M,White
1062484,F,Unknown
1062485,M,Black
1062486,M,White/Hispanic
1062487,F,Black
1062488,M,Black
1062489,F,White/Hispanic
1062490,M,Black
1062491,F,White
1062493,F,White
1062494,F,Black
1062495,M,White/Hispanic
1062497,F,Black
1062499,F,Black
1062500,F,Black
1062502,M,Black
1062503,F,White/Hispanic
1062504,F,Black
1062505,M,White
1062507,F,Black
1062510,M,Black/Hispanic
1062511,M,Black
1062513,M,Black
1062514,F,Black
1062515,M,Black
1062516,M,Black
1062517,F,Black
1062518,F,White/Hispanic
1062519,F,Black
1062521,F,Black
1062521,F,White
1062527,M,Black
1062528,F,Black
1062529,M,White/Hispanic
1062532,M,Black
1062533,F,Black
1062535,F,Black
1062537,F,White
1062539,M,White
